name,city,area,cuisines_clean,rating_clean,delivery_mins,minDeliveryTime,maxDeliveryTime,cost_two_clean,visibility_index
LeanCrust Pizza - ThinCrust Experts,Bangalore,New Tippasandra,"Pizzas, Italian",3.5,60,60,60,350,13.76138971
EK DUM DESI,Bangalore,Koramangala,"North, Indian",,64,64,64,400,
MANTAP ICE CREAM,Bangalore,Seshadripuram,"Ice, Cream",4.7,44,44,44,200,14.30925546
Urban Solace,Bangalore,Sivanchetti Gardens,"American, Continental",,48,48,48,500,
Hungry budget,Bangalore,Rajajinagar,"Biryani, Kebabs, Combo",,62,62,62,300,
3 Mangos,Bangalore,Indiranagar,"Beverages, Ice, Cream",,56,56,56,100,
Fishland,Bangalore,Gandhi Nagar,"Seafood, North, Indian, Chinese",4.4,44,44,44,500,17.30003278
Singh Da Punjabi Dhaba,Bangalore,Koramangala,"Punjabi, Tandoor, Chinese",3.8,54,54,54,200,17.53745796
Brahmins' Thatte Idli,Bangalore,Malleshwaram,"South, Indian, Combo",4.4,48,48,48,150,27.35306684
Friends Chinese corner,Bangalore,Rajajinagar,"Chinese, Kebabs",,61,61,61,200,
The Handi Crust,Bangalore,Halsuru,"Indian, Chaat",,54,54,54,350,
,,,,,,,,,
,,,,,,,,,
Mexicano Griller,Chennai,Nungambakkam,"Mexican, Continental",3.9,64,64,64,800,11.87363751
SPOTLIGHT Cafe,Chennai,Annanagar,"Fast, Food, Pizzas, Beverages",,66,66,66,50,
Fromage,Chennai,Raja Annamalai Puram,"Italian, Continental",4.3,77,77,77,1000,16.90685022
Hotel Khaja Empire ,Chennai,Poongavanapuram,"Chinese, North, Indian",4,37,37,37,300,12.17808975
RICE AND CURRY,Chennai,Choolaimedu,"Indian, Chinese",,73,73,73,250,
Go Grill,Chennai,Arumbakkam,"North, Indian, Grill, Biryani, Snacks",4.1,72,72,72,300,12.48254199
Chickwalk,Chennai,Vadapalani,"Fast, Food, Continental, Beverages, Ice, Cream",4.4,85,85,85,300,13.39589873
SMOOR,Chennai,Royapettah,"Bakery, Beverages",4.7,51,51,51,300,18.47958047
Le Wrap Factorie,Chennai,Chetpet,"Mexican, Continental",4.4,57,57,57,200,13.39589873
Lassi Cream-Citi Centre,Chennai,Mylapore,"Desserts, Beverages, Ice, Cream, Bakery",4,63,63,63,150,12.17808975
havmor havfunn,Chennai,Mogappair,"Ice, Cream, Indian",,80,80,80,300,
GURU BABA STORE,Chennai,Perambur,"Snacks, Chaat",4.3,52,52,52,150,19.84501822
Seena Bhai 1977 Dosa Centre,Chennai,Kilpauk,"South, Indian",3.3,38,38,38,150,12.97502459
CAKE GALATTA,Chennai,Triplicane,"Desserts, Bakery, Continental, Pizzas",,43,43,43,100,
JIMMY'S KITCHEN,Chennai,Perambur,"Arabian, Chinese, Tandoor, Grill, Combo, Beverages",,63,63,63,300,
Hotel Ganapathy Bhavan,Chennai,Anna Nagar,"South, Indian, North, Indian, Chinese",4.4,62,62,62,300,20.30653027
Only Combo's,Chennai,Mylapore,"Chinese, Combo",,59,59,59,400,
Modo,Chennai,Kilpauk,"North, Indian, Chinese, Indian, Jain, Biryani, Desserts, Beverages, Italian, Pastas, Continental, Thai, Mediterranean, Pan-Asian",4.4,52,52,52,600,20.30653027
Meat Com,Chennai,Royapettah,"North, Indian",,45,45,45,400,
Single Tea Machi,Chennai,Arumbakkam,"Fast, Food, Juices, Chaat, Desserts, Beverages",,84,84,84,120,
S3 Elite family dining,Chennai,T Nagar,"Chinese, Thalis",3.5,71,71,71,250,10.65582853
MURUGAN KAAPPI,Chennai,Kodambakkam,"Cafe, Snacks, Continental",4.1,78,78,78,50,18.92199412
Hotel Friends Food Court,Chennai,Peravallur,"South, Indian, North, Indian, Chinese",4.1,60,60,60,250,18.92199412
Soupman Shop,Chennai,Perambur,"North, Indian, Chinese",4.1,59,59,59,150,18.92199412
J J Juicy world,Chennai,Kodungaiyur,"Chaat, Juices",4.1,64,64,64,250,12.48254199
MANIAMMAL CATERING & HOMEMADE FOOD,Chennai,Perambur,"South, Indian",4.1,83,83,83,200,16.12048509
Pulusu ( Anna Nagar ),Chennai,Annanagar East,"Andhra, Biryani, Chettinad, South, Indian, Desserts, Beverages",4.1,58,58,58,300,25.48808501
Viswanathan Chettinadu Hotel,Chennai,Mylapore,"South, Indian",4.1,55,55,55,200,18.92199412
Hot Chappathies,Chennai,Kodambakkam,"North, Indian, Chinese, Biryani, Chaat, Indian, Tandoor",4.1,77,77,77,180,28.3258946
Sri Ganesh Chettinadu Hotel,Chennai,Gopalapuram,"Fast, Food, South, Indian",4.1,49,49,49,400,18.92199412
MIRCHI EXPRESS,Chennai,Egmore,"Arabian, Continental, Italian, Grill, Thai, Biryani, Indian, Mughlai, Chinese",4.1,44,44,44,250,12.48254199
Hotel Pentagon,Chennai,Anna Nagar West Extension,"Chinese, North, Indian, South, Indian",4.1,73,73,73,350,12.48254199
Nolita,Chennai,Nungambakkam,"Italian, Beverages, Ice, Cream, Pizzas, Snacks, Desserts, Pastas, Greek, Salads, Continental",4.1,51,51,51,1200,18.92199412
VANAKKAM,Chennai,Kilpauk,"South, Indian, Snacks",,52,52,52,100,
Best Fast Food,Chennai,Choolai,Chinese,3.9,30,30,30,250,11.87363751
ARABIAN EXPRESS,Chennai,Perambur,"Indian, Arabian",4.4,65,65,65,300,13.39589873
CHENNAI FAST FOOD,Chennai,Perambur,Indian,,58,58,58,160,
Atho Man Ecstasy,Chennai,Old Washermanpet,"Chaat, Chinese, Desserts, Fast, Food, Ice, Cream, Italian, Snacks",,60,60,60,300,
Lo Cal By Dumbell,Chennai,Nungambakkam,"Healthy, Food, Indian, Keto, Desserts",4.2,72,72,72,250,19.38350617
Hot Breads,Chennai,Royapettah,Bakery,4.4,39,39,39,150,20.30653027
Cafe Adoniya,Chennai,Chetpet,"Bakery, Fast, Food, Desserts",4.3,46,46,46,500,13.09144648
SPLASH,Chennai,Annanagar,Beverages,,69,69,69,300,
Tandoori Combo Co,Chennai,Nungambakkam,"North, Indian, Indian, Tandoor, Mughlai, Lucknowi, Combo",4.4,50,50,50,300,20.30653027
Creamy Cake Pops,Chennai,Mylapore,Bakery,,67,67,67,800,
WOK OF LIFE,Chennai,Nungambakkam,"Chinese, Combo, Beverages",,50,50,50,600,
AMRIN BIRIYANI,Chennai,Triplicane,Biryani,4.3,41,41,41,250,13.09144648
Ox & Tomato,Chennai,Thousand Lights,"Italian, Pizzas, Pastas, Desserts, Continental, Salads",4.4,55,55,55,500,17.30003278
STONE AGE BBQ'S,Chennai,Kodambakkam,"Indian, Chinese, Tandoor",,76,76,76,450,
Srinivasan Andhra Mess,Chennai,Mylapore,Indian,3.6,52,52,52,250,16.61443386
DEGH BIRYANI,Chennai,Gopalapuram,Biryani,,53,53,53,400,
HOLD ON,Chennai,Arumbakkam,"Continental, Juices, Snacks, Beverages",,70,70,70,150,
Cafe Mingles,Chennai,Perambur,"Lebanese, Arabian, Beverages",3.8,55,55,55,200,17.53745796
Orange Wok,Chennai,Anna Nagar,"Chinese, Beverages, Desserts, Combo",4,70,70,70,500,18.46048207
Madurai Military Hotel,Chennai,Anna Nagar,"South, Indian, Biryani",4.2,63,63,63,300,19.38350617
Kommune,Chennai,T Nagar,"Desserts, Italian, North, Indian, Salads",,65,65,65,350,
National Lodge,Chennai,George Town,"South, Indian",,49,49,49,300,
Gita's Homemade,Chennai,Annanagar,"Andhra, South, Indian, Indian",,72,72,72,200,
sandwich town,Chennai,Egmore,Snacks,,39,39,39,200,
Kabab Corner,Chennai,Thousand Lights,"Mughlai, North, Indian",4.4,45,45,45,350,20.30653027
Kaidi Kitchen,Chennai,Mylapore,"North, Indian, Chinese, Mexican, Italian, Thai, Lebanese",4.5,63,63,63,900,20.76804233
COLLAGE BY TOSCANO,Chennai,Anna Nagar,"Italian, Indian, Asian, Pizzas, Pastas, Salads, Desserts",4.2,82,82,82,600,19.38350617
Ente Keralam,Chennai,Teynampet,Kerala,4.5,58,58,58,750,20.76804233
Kanishka Kulfi,Chennai,George Town,"Ice, Cream",3.8,50,50,50,150,11.56918526
Lassi Nation,Chennai,Perambur,Beverages,3.7,60,60,60,200,17.07594591
The Right Place - The Residency,Chennai,T. Nagar,"Indian, Continental",,71,71,71,1000,
Chin Chin - The Residency,Chennai,T. Nagar,Chinese,4.3,72,72,72,1900,16.90685022
YUMMY SHAWARMA,Chennai,George Town,Arabian,,57,57,57,200,
Hakka Xpress (Chinese),Chennai,Anna Nagar,"Chinese, Fast, Food, Snacks, Combo, Asian",4.3,71,71,71,300,19.84501822
ZWARMA,Chennai,Choolaimedu,"Snacks, Fast, Food, Pizzas, Arabian, Beverages",,62,62,62,200,
Bombay Brasserie,Chennai,Thousand Lights,Indian,4.3,48,48,48,900,19.84501822
Thickshake town,Chennai,Egmore,Juices,,38,38,38,200,
Fresh Pressery cafe,Chennai,Thousand Lights,"Healthy, Food, Cafe, Desserts",4.5,49,49,49,500,27.97472745
FOOD CRAVINGS,Chennai,Alwarpet,"Chinese, Grill",,59,59,59,200,
Just 79/- only,Chennai,Shenoy Nagar,"Chinese, Beverages, Desserts",3.9,52,52,52,150,17.99897002
Havmor,Chennai,Alwarpet,"Ice, Cream, Desserts",4.7,55,55,55,300,21.69106643
Sree Gupta Bhavan,Chennai,Annanagar,"North, Indian",4.3,64,64,64,200,19.84501822
Batter,Chennai,Thousand Lights,"Desserts, Ice, Cream",4.1,39,39,39,300,16.12048509
THE EARTHEN FOODS,Chennai,T Nagar,"Biryani, Italian, Chinese",3.3,70,70,70,300,10.04692404
Dezire Sugar Free Health Cafe,Chennai,Cit Nagar,"Bakery, Desserts, Sweets",4.4,69,69,69,150,17.30003278
Artinci - Indulge Guilt Free!,Chennai,Annanagar,"Ice, Cream, Healthy, Food, Keto, Desserts, Snacks, Beverages, Bakery",4.2,66,66,66,200,19.38350617
Malabar Point,Chennai,26,"Biryani, Kerala, South, Indian, Thalis",4.2,58,58,58,450,19.38350617
Sri Sai Foods,Chennai,Arumbakkam,"Fast, Food",,67,67,67,10,
Kambi Kari,Chennai,Perambur,"South, Indian, Kebabs, Combo",,66,66,66,300,
Ponnusamy Hotels,Chennai,Nungambakkam,"Tandoor, Indian, Mughlai",4,54,54,54,300,18.46048207
NEW STAR HOTEL,Chennai,Perambur,"Biryani, Chinese, South, Indian",,50,50,50,300,
TN10 SHAWARMA AND SHAKE FACTORY,Chennai,Vadapalani,"Beverages, Fast, Food",,85,85,85,350,
Superstar Pizza,Chennai,Anna Nagar,"Pizzas, Fast, Food",4.2,67,67,67,500,12.78699424
Sudhas Chaat and Sweets,Chennai,Annanagar,"Chaat, Combo, North, Indian",,69,69,69,200,
PIZZA MECHANICS,Chennai,Annanagar,Pizzas,,87,87,87,200,
Pind,Chennai,Egmore,"Mughlai, North, Indian, Chinese",4.4,44,44,44,550,20.30653027
Pizza Square (pursaiwakkam),Chennai,Purasaiwakkam,Pizzas,,44,44,44,300,
10 Downing Street,Chennai,T. Nagar,"Indian, Continental, Tandoor",4,77,77,77,1000,12.17808975
PACHCHA KATHTHI,Chennai,T Nagar,Indian,,78,78,78,400,
Shero Home - Sambar Poriyal & Rasam,Chennai,Kodungaiyur,"South, Indian, Home, Food, Healthy, Food, Desserts",4.1,84,84,84,350,16.12048509
Brijwasi Sweets,Chennai,Teynampet,"North, Indian",3.9,63,63,63,300,26.94414364
Burmese Bowl,Chennai,Perambur,"Chinese, Beverages, Ice, Cream",,74,74,74,200,
Mujiba Restaurant,Chennai,Choolaimedu,"Indian, Chinese",,92,92,92,300,
Amdavadi Gujarati Restaurant,Chennai,T. Nagar,Gujarati,3.9,67,67,67,400,17.99897002
Lassi Shop - kolathur,Chennai,Ponniammanmedu,"Ice, Cream, Beverages, Snacks",4.2,66,66,66,200,19.38350617
Shmoozie's Hand-Crafted Ice creams,Chennai,Egmore,"Ice, Cream, Desserts",,46,46,46,200,
Topi Vappa Biriyani,Chennai,Cit Nagar,"Biryani, Indian, Chinese, South, Indian",3.8,71,71,71,300,11.56918526
A1 FOOD WORLD,Chennai,Purasawalkam,"Chinese, American, Pizzas, Snacks",,46,46,46,250,
MilkyWay,Chennai,Egmore,"Ice, Cream, Desserts, Chaat",4.3,31,31,31,100,16.90685022
Cholan Mess,Chennai,Annanagar,"Indian, Chinese, Biryani, Beverages",4.1,70,70,70,800,12.48254199
Madurai mamiyar mess,Chennai,Kodambakkam,"South, Indian",,71,71,71,120,
Asian Station,Chennai,Anna Nagar,Asian,4.5,66,66,66,1400,20.76804233
A M BIRYANI,Chennai,Perambur,"Biryani, Chinese, Fast, Food, Snacks",3.7,72,72,72,350,11.26473302
Rasoee,Chennai,George Town,"North, Indian, Street, Food, Chinese, Fast, Food",4,38,38,38,150,18.46048207
Sweetsoul Buddha Bowls,Chennai,Teynampet,"Healthy, Food, Salads, Desserts",4.5,64,64,64,1100,20.76804233
Lassi No 1,Chennai,Vadapalani,"Beverages, Desserts",,72,72,72,200,
Benaras,Chennai,T Nagar,"Chaat, Snacks, Fast, Food, Beverages",4.3,66,66,66,300,16.90685022
Sin & Tonic,Chennai,T Nagar,"Continental, Indian, Chinese",,74,74,74,1000,
MLR RESTAURANT,Chennai,Annanagar,"Indian, Biryani, Asian, Tandoor, Grill, Barbecue",,61,61,61,450,
BALAJI SANDWICH STALL,Chennai,Egmore,"Snacks, Continental",4.6,40,40,40,200,14.00480321
Latitude - The Park,Chennai,T. Nagar,"Salads, Desserts, Italian, Juices, Beverages, Grill",,84,84,84,1400,
Vimalam mess,Chennai,Anna Nagar,"South, Indian",4.3,60,60,60,700,19.84501822
Symphony - Ramada,Chennai,Egmore,"Indian, Chinese, Tandoor",4,39,39,39,200,15.72730253
Chai world,Chennai,Perambur,"Beverages, Snacks",4.4,52,52,52,250,17.30003278
Krishna sweet,Chennai,Kodambakkam,Sweets,3.9,73,73,73,100,11.87363751
GOSIP,Chennai,Kilpauk,"Italian, Fast, Food, Beverages",4.2,49,49,49,200,12.78699424
Sandwich Square,Chennai,George Town,"Snacks, Pastas, Fast, Food, Beverages",4.3,62,62,62,200,16.90685022
Hotel Kanthaa's,Chennai,Ayanavaram,"South, Indian, Beverages, North, Indian, Snacks, Fast, Food, Chinese",3.9,49,49,49,150,17.99897002
1BY2,Chennai,T Nagar,"Beverages, Snacks",4.9,79,79,79,250,14.91815994
McDonald's Gourmet Burger Collection,Chennai,Egmore,"American, Continental, Fast, Food, Desserts, Beverages",4.3,40,40,40,600,19.84501822
DELIGHT CAKE TREAT,Chennai,Perambur,"Bakery, Desserts",,53,53,53,400,
Fabcafe By Fabindia,Chennai,Teynampet,"Healthy, Food, North, Indian, Biryani, Beverages",4.3,57,57,57,1000,19.84501822
Parvathi Bavan Sweets,Chennai,Teynampet,"Sweets, Snacks, Desserts, North, Indian, South, Indian",4.4,51,51,51,250,20.30653027
Truffle delight,Chennai,Teynampet,"Bakery, Desserts, Beverages, Snacks, Juices, Pizzas",3.9,60,60,60,200,17.99897002
Spectra at The Leela Palace,Chennai,Raja Annamalai Puram,"North, Indian, South, Indian, Pan-Asian, Continental, Biryani, Pizzas",,86,86,86,1200,
TIKKA MAN,Chennai,Kodambakkam,"North, Indian",,67,67,67,200,
Ponnusamy Hotel Royapettah,Chennai,Royapettah,"South, Indian, Biryani, North, Indian, Chettinad",4.2,50,50,50,400,19.38350617
Le Cafe Et Gateaux,Chennai,Chennai,"American, Bakery",4.1,68,68,68,400,16.12048509
SnackArt,Chennai,Choolai,Snacks,3.5,45,45,45,200,10.65582853
Kev's abra'KEBAB'ra - the kebab shack,Chennai,Nungambakkam,"Kebabs, Chinese, Tandoor, Grill",4.4,57,57,57,350,13.39589873
Bunwich,Chennai,Anna Nagar,"Beverages, Fast, Food",3.5,78,78,78,200,10.65582853
C.F.C Hyderabad Dum Biryani & Fast Food,Chennai,George Town,"Biryani, Fast, Food",,53,53,53,250,
CANVAS BY SKETCH,Chennai,Teynampet,"Continental, Asian, Italian, Indian",4.4,71,71,71,1200,20.30653027
Noodle Doodle,Chennai,Anna Nagar,"Chinese, Combo, Tibetan",3.7,70,70,70,250,11.26473302
Puducherry Sri Kamatchi.,Chennai,Kodambakkam,"South, Indian, Chinese",4.3,71,71,71,300,29.70764555
Kolapasi Takeaway,Chennai,Anna Nagar,"South, Indian, Biryani",4.1,62,62,62,300,18.92199412
Sri balaji foods and snacks,Chennai,Vadapalani,"Snacks, Desserts, Juices, Beverages",,82,82,82,180,
Hotel Rolex,Chennai,Chetpet,"Biryani, Chinese, Desserts, Grill, Juices, Kebabs, North, Indian, Seafood, Tandoor",3.9,44,44,44,400,17.99897002
Neythal restaurant,Chennai,Perambur,"Biryani, Chinese, Indian",4.2,69,69,69,300,12.78699424
Gogo Thai,Chennai,Alwarpet,"Fast, Food",,71,71,71,200,
Wraps & Rolls,Chennai,Kilpauk,"Street, Food, Fast, Food, Pizzas, Italian, Desserts",4.1,45,45,45,150,16.12048509
Jus Bites,Chennai,Egmore,Desserts,,40,40,40,250,
The Lassi Corner,Chennai,Vadapalani,"Beverages, Ice, Cream, Sweets, Fast, Food",,78,78,78,150,
Saleem Biryani,Chennai,Kilpauk,"Biryani, Chinese, North, Indian",3.6,40,40,40,300,14.15457228
New Andhra Meals Hotel,Chennai,T. Nagar,"Andhra, South, Indian",4.4,69,69,69,400,27.35306684
Bamboo Kitchen,Chennai,Anna Nagar,"Chinese, Thai",4.2,71,71,71,400,16.51366766
Sathyam Cinemas,Chennai,Royapettah,"Fast, Food, Snacks, Desserts, Beverages",4.4,44,44,44,250,27.35306684
AL Souk,Chennai,Gandhi Nagar,"Juices, Grill, Arabian",4.3,51,51,51,400,16.90685022
Cake Waves,Chennai,Balavinayagar Nagar,"Bakery, Desserts",,70,70,70,300,
Rihana Burma Foods,Chennai,Vyasarpadi,Burmese,4.3,53,53,53,150,16.90685022
Sri Saikarthi Andhara Curries and Snacks,Chennai,Kodambakkam,"Kerala, Chettinad, Andhra",4,74,74,74,150,18.46048207
Frozen Bottle,Chennai,T. Nagar,"Beverages, Ice, Cream, Desserts",4.2,69,69,69,250,19.38350617
Umar Biriyani,Chennai,Triplicane,"Biryani, Chinese, Arabian",,34,34,34,400,
Classic Rider Cafe,Chennai,Annanagar East,Indian,3.5,64,64,64,250,10.65582853
Muhil Soup,Chennai,Ponniammanmedu,"Snacks, Indian, Chinese",4.3,64,64,64,200,19.84501822
ID,Chennai,Nungambakkam,"South, Indian",4.4,59,59,59,300,27.35306684
Chai Kanth,Chennai,T. Nagar,Beverages,4.1,70,70,70,150,18.92199412
Classic Shawarma and Grill,Chennai,Mylapore,"Arabian, Fast, Food",4.1,58,58,58,250,12.48254199
Afresh,Chennai,Perambur,"Healthy, Food, Salads, Desserts, Beverages",5,50,50,50,100,15.22261219
SRI RAGHAVENDRA MESS,Chennai,Ayanavaram,"South, Indian, North, Indian, Chinese",4.3,55,55,55,175,26.73140623
Palmshore,Chennai,Egmore,Arabian,4,44,44,44,400,27.63501912
MR.BURGER,Chennai,Perambur,"Pizzas, Pastas, Indian",,59,59,59,280,
The Brew Room,Chennai,Mylapore,Continental,4.7,56,56,56,700,18.47958047
Juice cafe,Chennai,Teynampet,"Juices, Pizzas, American, Biryani, Chinese, Snacks, Desserts, Beverages",4.1,58,58,58,300,18.92199412
LASSI N SHAKES,Chennai,Kilpauk,"American, Italian, Pizzas, Snacks, Healthy, Food, Juices, Beverages",,44,44,44,160,
DOWN STERLING,Chennai,Nungambakkam,"Continental, Snacks, Fast, Food",,59,59,59,200,
Jokers kitchen,Chennai,Alwarpet,"North, Indian, Italian, Continental",,66,66,66,300,
Shri Gowri Krishnaa,Chennai,Anna Nagar,"South, Indian, North, Indian, Chinese",4.5,57,57,57,200,31.08939651
Dosa Corner,Chennai,Koyambedu,"South, Indian, North, Indian",4.1,85,85,85,150,16.12048509
THE ROYAL SNACKS,Chennai,Cit Nagar,Pizzas,,81,81,81,200,
Red E Drop Zone,Chennai,Perambur,"Chinese, Seafood",,54,54,54,1000,
INJI AND SOY MULTI CUISINE RESTAURANT,Chennai,Annanagar,"Chinese, Indian, Lebanese, Snacks, Beverages, Desserts",,70,70,70,300,
Tuscana Pizzeria,Chennai,Thousand Lights,Italian,4.1,60,60,60,1200,16.12048509
AKS Kabab,Chennai,Royapettah,"South, Indian, Indian, Fast, Food, Street, Food, Kebabs, Mughlai",4.1,49,49,49,300,16.12048509
Lassi Junction Purasawalkam,Chennai,PURASAWALKAM,"Beverages, Juices, Fast, Food, Snacks, Desserts",4.1,37,37,37,300,12.48254199
Desi Street,Chennai,Annanagar East,"North, Indian, Indian, Grill, Street, Food, Kebabs, Tandoor, Chaat, Biryani",4.2,66,66,66,200,19.38350617
The Magic Food Center,Chennai,Mylapore,"Fast, Food, Chaat",,61,61,61,100,
FB CAKES,Chennai,Chennai,Bakery,4.1,45,45,45,200,18.92199412
Roll Baby Roll,Chennai,Annanagar East,Indian,4.4,56,56,56,250,20.30653027
Kalyana Virundhu Biryani,Chennai,Purasawalkam,"Biryani, Indian",,44,44,44,620,
KADALSAAR UNAVAGAM,Chennai,Vishnu Garden,"Biryani, South, Indian",,75,75,75,400,
YUMMIOZA CHINESE RESTAURANT,Chennai,Vadapalani,Chinese,,80,80,80,300,
Gogo Momo,Chennai,Alwarpet,Chinese,4.2,65,65,65,350,16.51366766
Royal Sandwich,Chennai,Purasaiwakkam,"Fast, Food",4,34,34,34,200,12.17808975
Eatza Pizza,Chennai,Nungambakkam,"Italian, Pizzas",4.1,58,58,58,600,12.48254199
S.R.KATHAR BIRYANI,Chennai,Perambur,Indian,,62,62,62,250,
Ashvita Bistro,Chennai,Alwarpet,"Continental, Asian",4.1,69,69,69,500,12.48254199
FLAVOUR OF CHETTINADU,Chennai,Nungambakkam,"Biryani, Chettinad, South, Indian",,54,54,54,150,
ILLIS GROUP OF RESTAURANTS,Chennai,Annanagar,"Indian, Chinese, Arabian, Beverages",,74,74,74,300,
Blind Ch3mistry,Chennai,Thousand Lights,"Italian, Beverages, Asian",4.1,51,51,51,600,12.48254199
KURTOS CREMERIA,Chennai,Annanagar,European,,72,72,72,400,
Udupi Hotel Venkateswara,Chennai,Ayanavaram,"South, Indian, North, Indian, Chinese",4.3,51,51,51,300,19.84501822
The Grand Sweets and Snacks - Amirtham Restaurant,Chennai,Gopalapuram,"Sweets, Snacks",4.7,44,44,44,200,21.69106643
BISMI KEBAB CORNER,Chennai,Egmore,"Biryani, Indian, Chinese",,46,46,46,200,
Delara,Chennai,Annanagar,Indian,,65,65,65,800,
Daily Fresh Ice Creams,Chennai,Tondiarpet,"Ice, Cream",,70,70,70,100,
Delightful dessert,Chennai,Perambur,Desserts,,51,51,51,200,
Max Restaurant,Chennai,Kodambakkam,"Chinese, Snacks, Desserts, Beverages",,68,68,68,300,
The Grand Sweets and Snacks - Amirtham Restaurant,Chennai,Anna Nagar,"Sweets, Snacks",4.7,62,62,62,400,21.69106643
Dr Bubbles,Chennai,Thousand Lights,"Beverages, Snacks, Juices, Bakery, Desserts",4.4,46,46,46,350,20.30653027
Vrindavan,Chennai,Mylapore,"Chinese, South, Indian, Continental, Tandoor",4.5,53,53,53,500,20.76804233
The Butterfly Effect Cafe,Chennai,Nandanam,"Chinese, Beverages, Bakery",,80,80,80,700,
THE NEW BOX,Chennai,Purasawalkam,"Chinese, Fast, Food, Indian",3.6,48,48,48,300,10.96028078
FIVE STAR CHICKEN / HALEEM DEPARTMENTAL STORES,Chennai,T Nagar,"American, Snacks",,73,73,73,200,
Hotel Rhiya,Chennai,Triplicane,"South, Indian, Indian, Fast, Food, Biryani, Chinese",,49,49,49,300,
Rajeswari restaurant,Chennai,Gopalapuram,"North, Indian, Chinese, South, Indian, Biryani, Tandoor",4.3,50,50,50,400,13.09144648
Chennai Creams,Chennai,Gandhi Nagar,Indian,,59,59,59,200,
Goli Vada Pav No 1,Chennai,T. Nagar,"Maharashtrian, North, Indian, Fast, Food, Street, Food",4.1,60,60,60,100,18.92199412
The Shawarma Makers,Chennai,Perambur,"Arabian, Fast, Food",,72,72,72,220,
Nasi Kandar Pelita,Chennai,T. Nagar,"North, Indian, South, Indian, Malaysian, Indian",4.5,67,67,67,500,20.76804233
Gongura,Chennai,Alwarpet,"Biryani, Andhra",3.1,64,64,64,350,9.438019557
TIKTALK CAFE,Chennai,Anna Nagar,Indian,4.1,71,71,71,250,12.48254199
SnaAck Master,Chennai,Perambur,"Continental, Snacks",,57,57,57,200,
Lets Eat,Chennai,Perambur,"Chinese, Snacks, Indian",,58,58,58,300,
DumBir by Kappa Chakka kandhari,Chennai,Nungambakkam,"Biryani, South, Indian, North, Indian",4.3,52,52,52,600,19.84501822
The Bark,Chennai,Teynampet,"Italian, Mexican, Continental",4.6,62,62,62,500,14.00480321
DESII FIRANGI,Chennai,Kilpauk,"Chinese, Indian, Italian, Chaat",4.1,46,46,46,280,12.48254199
Burmese Tea House,Chennai,Egmore,"Snacks, Chinese",3.9,37,37,37,200,17.99897002
Grow Fit,Chennai,Alwarpet,"Healthy, Food, North, Indian, Combo",4.2,64,64,64,300,26.10974562
CHAYA & KADI,Chennai,Annanagar,"Indian, Seafood",,68,68,68,100,
ITALIAN KINGS PARK,Chennai,Kodungaiyur,"Italian, Snacks",,70,70,70,350,
Senoritas Mexican kitchen by Little Italy,Chennai,Nungambakkam,"Mexican, Salads, Combo, Snacks, Healthy, Food",,48,48,48,500,
ZIYACH ATHO KADAI,Chennai,Perambur,"Street, Food, Chinese, Indian",4.2,53,53,53,200,16.51366766
